date,facility_id,operation,shift,hour_of_day,day_of_week,is_weekend,is_holiday,is_peak_period,inbound_volume,outbound_volume,inventory_volume,processed_volume,backlog_volume,available_workers,scheduled_workers,actual_workers,worker_capacity_per_hour,shift_hours,avg_cycle_time_minutes,equipment_availability,downtime_minutes,overtime_hours,absenteeism_rate,operational_cost,weather_impact,special_event,throughput_packages_per_hour,error_misroute_packages,traffic_hour_factor,weekly_pattern_factor,seasonal_pattern_factor
2026-09-03,CHI-HUB,Inbound,Morning,6,Thursday,0,0,0,1773,1565,390,927,829,21,21,20,49,8,66.7,0.946,12,3.6,0.067,566.76,Storm,0,927,1,0.96,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Morning,7,Thursday,0,0,0,2443,2156,600,1055,1360,25,26,24,46,8,91.5,0.956,9,5.2,0.069,685.53,Clear,0,1055,0,1.2,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Morning,8,Thursday,0,0,1,2089,1844,616,978,1077,24,24,23,44,8,79.1,0.967,11,4.5,0.04,646.58,Clear,0,978,1,1.2,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Morning,9,Thursday,0,0,1,2568,2266,651,1084,1445,28,29,27,43,8,93.2,0.934,2,4.8,0.064,712.62,Clear,0,1084,1,1.2,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Morning,10,Thursday,0,0,0,1979,1746,565,995,953,24,23,22,48,8,68.5,0.943,4,3.4,0.06,571.94,Clear,0,995,3,1.08,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Morning,11,Thursday,0,0,0,1966,1735,387,1047,892,22,23,21,51,8,66.1,0.978,4,3.7,0.068,560.6,Clear,0,1047,1,1.08,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Morning,12,Thursday,0,0,0,1571,1386,516,717,839,18,18,17,44,8,80.3,0.959,10,4.4,0.057,514.44,Clear,0,717,1,0.96,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Morning,13,Thursday,0,0,0,1613,1423,434,715,889,19,19,18,43,8,86.8,0.925,7,4.4,0.067,528.49,Heavy Rain,0,715,1,0.96,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Evening,14,Thursday,0,0,0,1607,1418,333,899,688,21,20,19,48,8,57.8,0.986,2,3.5,0.062,503.27,Clear,0,899,2,0.96,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Evening,15,Thursday,0,0,0,1708,1507,549,900,820,19,19,18,50,8,68.6,1.0,10,3.5,0.055,511.15,Clear,0,900,1,1.08,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Evening,16,Thursday,0,0,0,2101,1854,408,1028,1058,23,23,21,50,8,76.3,0.98,11,3.5,0.065,579.78,Clear,0,1028,0,1.08,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Evening,17,Thursday,0,0,1,2279,2011,647,1150,1101,27,28,26,47,8,72.1,0.942,15,3.5,0.06,693.23,Clear,0,1150,3,1.2,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Evening,18,Thursday,0,0,1,2474,2183,755,1251,1186,27,28,26,49,8,69.9,0.982,1,3.7,0.077,657.47,Clear,0,1251,0,1.2,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Evening,19,Thursday,0,0,1,2461,2171,816,1306,1114,28,29,27,49,8,71.4,0.988,15,3.4,0.058,713.13,Clear,0,1306,0,1.2,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Evening,20,Thursday,0,0,0,1950,1720,604,866,1060,22,23,21,43,8,83.5,0.96,14,5.0,0.085,628.72,Clear,0,866,0,1.08,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Evening,21,Thursday,0,0,0,1603,1414,418,782,796,17,18,17,47,8,71.9,0.979,14,3.7,0.062,508.2,Clear,0,782,0,0.96,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Night,22,Thursday,0,0,0,1810,1597,409,807,981,21,20,19,44,8,82.6,0.965,6,4.2,0.071,539.25,Clear,0,807,0,0.96,1.15,1.095
2026-09-03,CHI-HUB,Inbound,Night,23,Thursday,0,0,0,1447,1277,320,799,632,19,18,17,47,8,65.4,1.0,4,4.0,0.062,481.84,Clear,0,799,2,0.82,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Morning,6,Thursday,0,0,0,1863,1711,511,942,963,27,26,24,42,8,74.4,0.935,6,4.1,0.063,643.08,Storm,0,942,1,0.96,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Morning,7,Thursday,0,0,0,2145,1970,612,1239,972,30,29,27,46,8,62.3,0.998,11,3.8,0.067,712.23,Heavy Rain,0,1239,0,1.2,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Morning,8,Thursday,0,0,1,2475,2273,727,1023,1511,33,32,30,49,8,103.9,0.773,16,2.9,0.068,762.87,Clear,0,1023,2,1.2,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Morning,9,Thursday,0,0,1,2597,2385,635,986,1683,34,35,32,42,8,115.8,0.816,15,4.5,0.078,845.7,Clear,0,986,0,1.2,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Morning,10,Thursday,0,0,0,1901,1746,594,930,1010,25,26,24,42,8,75.3,0.924,12,3.9,0.077,654.71,Heavy Rain,0,930,0,1.08,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Morning,11,Thursday,0,0,0,2033,1867,387,1125,965,29,28,27,45,8,65.8,0.927,0,2.7,0.051,639.45,Clear,0,1125,0,1.08,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Morning,12,Thursday,0,0,0,1772,1628,617,1128,713,27,25,24,47,8,53.1,1.0,0,2.2,0.052,562.16,Clear,0,1128,0,0.96,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Morning,13,Thursday,0,0,0,1640,1506,550,916,781,21,21,20,47,8,64.3,0.975,1,3.1,0.071,510.13,Clear,0,916,0,0.96,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Evening,14,Thursday,0,0,0,1934,1776,540,1000,993,27,28,26,39,8,72.3,0.987,8,4.1,0.068,682.93,Clear,0,1000,1,0.96,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Evening,15,Thursday,0,0,0,2066,1898,524,1080,1058,25,26,24,45,8,73.7,1.0,11,3.7,0.071,644.76,Clear,0,1080,2,1.08,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Evening,16,Thursday,0,0,0,2151,1975,406,1117,1076,27,28,26,45,8,72.8,0.955,12,3.5,0.057,682.91,Clear,0,1117,2,1.08,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Evening,17,Thursday,0,0,1,2580,2369,490,1070,1582,34,35,32,44,8,106.1,0.845,30,3.6,0.074,868.19,Clear,0,1070,3,1.2,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Evening,18,Thursday,0,0,1,2344,2152,562,942,1440,32,32,29,42,8,110.4,0.86,23,4.0,0.08,794.16,Clear,0,942,2,1.2,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Evening,19,Thursday,0,0,1,2646,2430,561,1206,1512,38,40,37,41,8,91.0,0.884,25,3.9,0.079,959.3,Clear,0,1206,2,1.2,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Evening,20,Thursday,0,0,0,1930,1773,535,1088,897,25,25,23,48,8,64.0,0.986,14,3.1,0.078,615.56,Clear,0,1088,1,1.08,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Evening,21,Thursday,0,0,0,1910,1754,494,952,1017,25,26,24,42,8,73.8,0.945,9,4.0,0.076,643.88,Clear,0,952,2,0.96,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Night,22,Thursday,0,0,0,1868,1716,593,981,925,25,25,24,43,8,70.6,0.951,13,4.1,0.056,658.73,Clear,0,981,2,0.96,1.15,1.095
2026-09-03,CHI-HUB,Sortation,Night,23,Thursday,0,0,0,1545,1419,421,832,776,21,22,20,44,8,70.4,0.946,13,3.7,0.084,563.59,Clear,0,832,4,0.82,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Morning,6,Thursday,0,0,0,1611,1578,315,724,932,19,19,18,42,8,88.9,0.959,12,5.5,0.062,572.99,Clear,0,724,2,0.96,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Morning,7,Thursday,0,0,0,2082,2040,671,1170,953,26,24,23,54,8,63.3,0.943,12,2.8,0.04,603.55,Clear,0,1170,3,1.2,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Morning,8,Thursday,0,0,1,2170,2126,504,1203,1042,26,27,25,50,8,67.2,0.963,13,3.2,0.062,666.54,Storm,0,1203,0,1.2,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Morning,9,Thursday,0,0,1,2266,2220,753,1143,1190,27,26,24,49,8,76.4,0.972,14,3.8,0.073,660.83,Clear,0,1143,3,1.2,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Morning,10,Thursday,0,0,0,1811,1774,414,934,922,21,21,19,50,8,72.9,0.983,4,3.9,0.076,525.76,Clear,0,934,1,1.08,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Morning,11,Thursday,0,0,0,1828,1791,439,905,968,20,21,19,48,8,74.7,0.993,8,4.4,0.073,552.89,Clear,0,905,0,1.08,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Morning,12,Thursday,0,0,0,1434,1405,390,689,767,15,15,14,52,8,82.1,0.947,3,4.6,0.075,443.02,Storm,0,689,0,0.96,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Morning,13,Thursday,0,0,0,1729,1694,492,869,899,21,21,20,47,8,71.9,0.925,4,3.7,0.068,538.17,Clear,0,869,2,0.96,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Evening,14,Thursday,0,0,0,1593,1560,543,751,877,17,18,16,50,8,80.8,0.94,10,4.4,0.091,496.47,Clear,0,751,1,0.96,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Evening,15,Thursday,0,0,0,1786,1750,471,953,889,22,21,20,50,8,69.9,0.954,11,3.7,0.068,561.61,Clear,0,953,1,1.08,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Evening,16,Thursday,0,0,0,1928,1889,464,958,1009,21,21,20,49,8,77.2,0.978,1,5.1,0.067,571.42,Clear,0,958,0,1.08,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Evening,17,Thursday,0,0,1,2296,2249,613,1233,1135,27,27,25,50,8,74.2,0.986,3,3.7,0.076,642.87,Clear,0,1233,2,1.2,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Evening,18,Thursday,0,0,1,2169,2125,633,935,1306,22,23,21,48,8,93.2,0.928,11,5.7,0.08,644.15,Clear,0,935,0,1.2,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Evening,19,Thursday,0,0,1,2085,2042,640,1044,1097,22,24,22,50,8,72.9,0.95,4,4.5,0.069,606.1,Clear,0,1044,2,1.2,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Evening,20,Thursday,0,0,0,1732,1697,609,914,870,20,21,19,50,8,71.5,0.963,4,3.8,0.093,521.52,Clear,0,914,0,1.08,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Evening,21,Thursday,0,0,0,1606,1573,410,896,749,20,19,18,51,8,63.6,0.976,12,3.4,0.042,514.1,Clear,0,896,3,0.96,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Night,22,Thursday,0,0,0,1685,1651,408,886,851,18,18,17,54,8,70.6,0.966,1,4.2,0.061,483.26,Clear,0,886,1,0.96,1.15,1.095
2026-09-03,CHI-HUB,Outbound,Night,23,Thursday,0,0,0,1393,1365,352,685,759,15,15,14,51,8,81.2,0.96,4,4.3,0.066,431.8,Clear,0,685,3,0.82,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Morning,6,Thursday,0,0,0,1370,1209,408,774,595,17,17,16,49,8,59.7,0.988,9,3.2,0.065,454.59,Clear,0,774,4,0.96,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Morning,7,Thursday,0,0,0,1771,1563,525,843,897,20,20,19,47,8,76.7,0.944,7,3.9,0.072,533.37,Clear,0,843,2,1.2,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Morning,8,Thursday,0,0,1,2155,1901,474,989,1152,23,25,23,45,8,83.5,0.956,9,4.4,0.089,638.53,Clear,0,989,2,1.2,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Morning,9,Thursday,0,0,1,2023,1785,634,1008,974,22,23,21,51,8,69.6,0.941,8,4.0,0.079,582.81,Clear,0,1008,1,1.2,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Morning,10,Thursday,0,0,0,1652,1458,542,853,784,20,20,19,47,8,67.3,0.956,12,3.6,0.062,540.61,Rain,0,853,2,1.08,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Morning,11,Thursday,0,0,0,1566,1382,420,850,692,18,18,17,50,8,62.0,1.0,9,3.8,0.073,494.35,Clear,0,850,3,1.08,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Morning,12,Thursday,0,0,0,1554,1371,472,783,756,17,17,16,52,8,72.4,0.941,6,4.0,0.083,470.63,Clear,0,783,4,0.96,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Morning,13,Thursday,0,0,0,1349,1190,315,677,671,16,15,14,50,8,71.7,0.967,3,4.0,0.058,423.18,Storm,0,677,1,0.96,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Evening,14,Thursday,0,0,0,1407,1242,270,709,682,17,17,16,48,8,71.4,0.924,0,4.0,0.07,448.84,Clear,0,709,1,0.96,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Evening,15,Thursday,0,0,0,1610,1421,539,787,807,19,18,17,48,8,74.9,0.965,12,4.1,0.073,513.12,Clear,0,787,3,1.08,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Evening,16,Thursday,0,0,0,1591,1404,542,879,698,19,19,18,50,8,62.5,0.978,5,2.9,0.069,476.28,Clear,0,879,2,1.08,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Evening,17,Thursday,0,0,1,2288,2019,698,1076,1174,27,27,25,44,8,77.8,0.978,13,4.3,0.06,689.89,Clear,0,1076,1,1.2,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Evening,18,Thursday,0,0,1,1957,1727,480,1196,736,23,23,22,55,8,52.4,0.989,2,2.6,0.045,542.74,Clear,0,1196,1,1.2,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Evening,19,Thursday,0,0,1,1975,1743,410,1074,888,25,23,22,50,8,63.5,0.977,8,3.2,0.062,579.07,Clear,0,1074,2,1.2,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Evening,20,Thursday,0,0,0,1834,1619,395,1023,806,23,23,21,50,8,59.5,0.975,9,3.6,0.078,571.48,Clear,0,1023,1,1.08,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Evening,21,Thursday,0,0,0,1401,1236,336,713,680,16,16,15,48,8,68.1,0.991,2,3.4,0.056,418.83,Clear,0,713,1,0.96,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Night,22,Thursday,0,0,0,1543,1361,398,726,806,17,18,16,47,8,81.2,0.966,0,3.9,0.084,448.43,Clear,0,726,1,0.96,1.15,1.095
2026-09-03,DAL-HUB,Inbound,Night,23,Thursday,0,0,0,1281,1130,271,613,656,13,14,13,48,8,77.7,0.983,0,4.0,0.072,388.11,Clear,0,613,1,0.82,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Morning,6,Thursday,0,0,0,1414,1298,305,706,755,17,17,16,46,8,77.7,0.96,14,4.8,0.066,518.73,Rain,0,706,1,0.96,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Morning,7,Thursday,0,0,0,1897,1742,598,996,939,26,26,24,42,8,72.8,0.988,8,4.2,0.068,646.05,Clear,0,996,0,1.2,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Morning,8,Thursday,0,0,1,2034,1868,690,964,1130,28,28,26,48,8,90.1,0.859,11,2.2,0.057,641.17,Clear,0,964,2,1.2,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Morning,9,Thursday,0,0,1,2051,1883,570,793,1294,29,29,27,41,8,112.2,0.796,18,4.1,0.068,744.11,Storm,0,793,1,1.2,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Morning,10,Thursday,0,0,0,1634,1501,563,820,869,23,22,21,40,8,73.8,0.976,7,4.1,0.068,576.72,Clear,0,820,0,1.08,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Morning,11,Thursday,0,0,0,1570,1442,358,843,755,20,20,19,45,8,64.7,0.987,10,3.9,0.064,540.55,Clear,0,843,0,1.08,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Morning,12,Thursday,0,0,0,1561,1433,424,727,893,20,22,20,39,8,87.1,0.933,13,4.5,0.076,586.27,Clear,0,727,2,0.96,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Morning,13,Thursday,0,0,0,1550,1423,349,745,843,21,20,19,43,8,81.1,0.913,11,3.3,0.058,526.58,Clear,0,745,1,0.96,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Evening,14,Thursday,0,0,0,1398,1284,443,782,676,19,19,18,44,8,67.4,0.988,6,3.7,0.068,499.49,Clear,0,782,1,0.96,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Evening,15,Thursday,0,0,0,1526,1402,529,827,739,19,20,19,44,8,69.1,0.99,11,3.9,0.052,544.63,Rain,0,827,2,1.08,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Evening,16,Thursday,0,0,0,1660,1524,580,950,760,24,24,22,45,8,65.5,0.96,7,2.9,0.081,563.09,Clear,0,950,1,1.08,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Evening,17,Thursday,0,0,1,2041,1874,471,747,1355,28,28,26,40,8,123.6,0.799,24,4.6,0.072,750.09,Clear,0,747,2,1.2,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Evening,18,Thursday,0,0,1,2160,1984,591,1056,1165,32,31,29,44,8,82.3,0.92,18,3.3,0.055,755.19,Clear,0,1056,1,1.2,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Evening,19,Thursday,0,0,1,1858,1706,455,656,1262,25,25,23,42,8,128.9,0.755,25,4.3,0.071,683.03,Clear,0,656,1,1.2,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Evening,20,Thursday,0,0,0,1657,1521,540,870,838,23,24,22,42,8,71.0,0.942,14,3.9,0.09,613.44,Clear,0,870,1,1.08,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Evening,21,Thursday,0,0,0,1516,1392,332,780,763,22,21,20,41,8,71.2,0.952,3,4.0,0.066,545.02,Storm,0,780,0,0.96,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Night,22,Thursday,0,0,0,1494,1372,334,708,826,19,19,18,41,8,85.9,0.96,5,5.2,0.076,540.05,Clear,0,708,2,0.96,1.15,1.095
2026-09-03,DAL-HUB,Sortation,Night,23,Thursday,0,0,0,1282,1178,408,560,761,16,16,15,40,8,94.9,0.934,5,4.7,0.064,463.66,Clear,0,560,2,0.82,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Morning,6,Thursday,0,0,0,1524,1493,408,782,783,19,18,17,46,8,74.1,1.0,13,4.1,0.082,515.91,Clear,0,782,3,0.96,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Morning,7,Thursday,0,0,0,1546,1514,341,775,812,17,18,17,47,8,77.0,0.971,5,4.6,0.075,510.38,Storm,0,775,3,1.2,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Morning,8,Thursday,0,0,1,1852,1814,599,1051,845,23,22,21,51,8,57.8,0.982,6,2.8,0.061,541.12,Clear,0,1051,1,1.2,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Morning,9,Thursday,0,0,1,1903,1864,587,952,1015,23,23,21,50,8,76.6,0.907,1,3.2,0.067,537.26,Clear,0,952,3,1.2,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Morning,10,Thursday,0,0,0,1542,1511,466,794,778,17,17,16,50,8,71.9,0.993,4,3.9,0.07,462.33,Clear,0,794,1,1.08,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Morning,11,Thursday,0,0,0,1483,1453,398,757,768,19,18,17,49,8,75.0,0.909,1,4.0,0.062,473.95,Clear,0,757,2,1.08,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Morning,12,Thursday,0,0,0,1190,1166,325,630,601,14,14,13,49,8,66.9,0.989,11,4.1,0.068,425.37,Clear,0,630,0,0.96,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Morning,13,Thursday,0,0,0,1383,1355,435,690,760,16,16,15,48,8,77.3,0.959,1,3.2,0.07,410.72,Clear,0,690,1,0.96,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Evening,14,Thursday,0,0,0,1180,1156,378,488,737,12,13,12,43,8,101.0,0.947,14,5.5,0.095,454.49,Clear,0,488,0,0.96,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Evening,15,Thursday,0,0,0,1463,1433,380,785,710,17,16,15,53,8,68.4,0.988,3,3.5,0.067,426.97,Clear,0,785,1,1.08,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Evening,16,Thursday,0,0,0,1595,1562,478,864,773,20,19,18,48,8,67.0,1.0,14,4.3,0.066,545.5,Clear,0,864,1,1.08,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Evening,17,Thursday,0,0,1,1674,1640,435,857,864,20,19,18,50,8,73.2,0.952,11,3.6,0.071,517.76,Clear,0,857,0,1.2,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Evening,18,Thursday,0,0,1,1775,1739,395,896,961,21,20,19,50,8,77.1,0.943,15,3.2,0.066,540.72,Clear,0,896,0,1.2,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Evening,19,Thursday,0,0,1,1829,1792,481,988,903,22,22,21,49,8,67.2,0.961,10,4.4,0.067,598.31,Clear,0,988,1,1.2,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Evening,20,Thursday,0,0,0,1484,1454,497,833,701,18,18,17,52,8,64.2,0.942,2,3.8,0.067,477.02,Storm,0,833,3,1.08,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Evening,21,Thursday,0,0,0,1441,1412,342,758,715,16,16,15,52,8,69.8,0.972,1,4.2,0.076,439.78,Clear,0,758,0,0.96,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Night,22,Thursday,0,0,0,1285,1259,367,597,736,14,14,13,48,8,81.6,0.957,12,4.7,0.05,447.12,Clear,0,597,2,0.96,1.15,1.095
2026-09-03,DAL-HUB,Outbound,Night,23,Thursday,0,0,0,1083,1061,259,518,606,12,12,11,51,8,82.2,0.925,12,5.1,0.088,415.61,Clear,0,518,2,0.82,1.15,1.095
2026-09-04,ATL-HUB,Inbound,Morning,6,Friday,0,0,0,1772,1564,590,833,925,19,19,17,49,8,79.5,1.0,10,5.0,0.086,538.54,Heavy Rain,0,833,2,0.96,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Morning,7,Friday,0,0,1,2352,2075,663,1081,1238,27,27,25,45,8,79.6,0.961,0,3.9,0.068,638.21,Clear,0,1081,3,1.2,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Morning,8,Friday,0,0,1,3275,2889,847,1813,1420,40,41,38,50,8,58.3,0.954,4,2.9,0.08,892.8,Clear,1,1813,3,1.2,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Morning,9,Friday,0,0,1,2921,2577,937,1499,1394,33,34,31,49,8,69.2,0.987,11,3.9,0.077,806.64,Heavy Rain,1,1499,2,1.2,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Morning,10,Friday,0,0,0,1901,1677,344,906,967,23,23,21,46,8,77.9,0.938,4,3.6,0.076,556.65,Clear,0,906,1,1.08,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Morning,11,Friday,0,0,0,1977,1745,400,901,1050,22,22,20,46,8,83.8,0.98,10,4.8,0.077,591.3,Clear,0,901,0,1.08,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Morning,12,Friday,0,0,0,1918,1692,499,1008,893,23,22,21,48,8,65.4,1.0,0,3.7,0.067,546.96,Clear,0,1008,1,0.96,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Morning,13,Friday,0,0,0,1866,1647,358,1016,857,21,21,20,54,8,66.4,0.941,15,3.1,0.071,557.74,Clear,0,1016,0,0.96,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Evening,14,Friday,0,0,0,1764,1557,567,900,847,20,20,19,48,8,71.7,0.987,4,3.5,0.059,512.44,Clear,0,900,3,0.96,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Evening,15,Friday,0,0,0,2017,1780,637,1125,877,23,24,23,50,8,64.0,0.978,1,3.2,0.06,576.9,Clear,0,1125,2,1.08,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Evening,16,Friday,0,0,0,1922,1696,503,985,919,22,22,21,49,8,68.3,0.958,3,3.7,0.06,556.63,Clear,0,985,5,1.08,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Evening,17,Friday,0,0,1,2955,2608,734,1548,1375,36,36,33,50,8,65.7,0.938,9,2.9,0.075,805.66,Clear,1,1548,4,1.2,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Evening,18,Friday,0,0,1,3220,2841,656,1491,1671,36,36,33,48,8,75.7,0.941,5,4.4,0.084,839.53,Clear,1,1491,4,1.2,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Evening,19,Friday,0,0,1,2279,2011,641,1074,1178,26,26,24,46,8,77.8,0.973,9,4.7,0.069,668.63,Clear,0,1074,4,1.2,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Evening,20,Friday,0,0,0,1917,1692,620,932,956,22,23,21,47,8,74.4,0.945,5,4.1,0.081,574.14,Clear,0,932,0,1.08,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Evening,21,Friday,0,0,0,1687,1488,468,741,920,18,19,17,45,8,83.8,0.969,9,4.8,0.087,524.47,Clear,0,741,0,0.96,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Night,22,Friday,0,0,0,1620,1430,477,848,766,20,19,18,49,8,69.0,0.962,13,3.5,0.061,522.63,Heavy Rain,0,848,2,0.96,1.15,1.05
2026-09-04,ATL-HUB,Inbound,Night,23,Friday,0,0,0,1447,1277,290,741,685,17,17,16,48,8,67.3,0.966,7,3.6,0.08,460.74,Clear,0,741,0,0.82,1.15,1.05
2026-09-04,ATL-HUB,Sortation,Morning,6,Friday,0,0,0,1720,1580,476,823,946,23,24,22,40,8,82.2,0.936,6,4.2,0.077,597.41,Clear,0,823,0,0.96,1.15,1.05
2026-09-04,ATL-HUB,Sortation,Morning,7,Friday,0,0,1,2560,2351,520,1025,1609,36,36,33,42,8,109.1,0.822,14,4.0,0.074,856.74,Storm,0,1025,0,1.2,1.15,1.05
2026-09-04,ATL-HUB,Sortation,Morning,8,Friday,0,0,1,3013,2767,1032,1129,1954,40,39,36,41,8,118.0,0.851,15,4.8,0.077,939.75,Clear,1,1129,2,1.2,1.15,1.05
2026-09-04,ATL-HUB,Sortation,Morning,9,Friday,0,0,1,3236,2972,988,1213,2108,41,42,40,43,8,120.5,0.784,29,3.9,0.057,1041.45,Clear,1,1213,3,1.2,1.15,1.05
2026-09-04,ATL-HUB,Sortation,Morning,10,Friday,0,0,0,1870,1718,443,1010,923,25,26,24,45,8,68.0,0.936,13,3.2,0.07,640.43,Storm,0,1010,1,1.08,1.15,1.05
2026-09-04,ATL-HUB,Sortation,Morning,11,Friday,0,0,0,2238,2055,706,1300,1009,30,32,29,46,8,60.1,0.975,4,3.4,0.081,714.61,Clear,0,1300,0,1.08,1.15,1.05
